ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
35438 3 -9.19837 0.0310804
29609 3 -9.31475 0.105306
29581 3 -9.32408 0.0364532
35395 1 -8.10205 0.044715
30063 3 -9.15776 0.0256309
35851 2 -34.4376 0.0087812
35856 3 -9.47594 0.0413777
35858 3 -8.92272 0.0675053
35861 3 -8.51728 0.0441492
35863 3 -9.34271 0.0142327
35865 3 -9.7797 0.0179843
35867 3 -9.31216 0.0460267
35425 1 -8.85267 0.00707829
35429 2 -34.256 0.0500431
35441 3 -9.41697 0.0266602
35445 3 -9.82909 0.00173205
35870 1 -8.44255 0.0946348
35872 1 -8.58988 0.0413072
35873 1 -9.03731 0.0580345
35874 1 -8.61965 0.0104558
35877 2 -34.8675 0.116623
35879 2 -35.0914 0.106774
35884 3 -9.26527 0.0593561
35886 3 -9.09949 0.0810398
35889 3 -9.17756 0.00380061
35891 3 -8.72404 0.0476213
35893 3 -9.40094 0.0258872
35895 3 -9.18163 0.0622857
35846 1 -8.82089 0.176196
35844 1 -8.37971 0.0336981
35842 1 -8.17179 0.0474849
35417 3 -9.86788 0.0401874
35413 3 -9.2714 0.0242104
30070 3 -9.51458 0.0337743
35401 2 -33.8756 0.0436231
30068 3 -8.57225 0.0132686
30054 2 -34.6306 0.14998
29620 3 -9.31931 0.0644251
30042 3 -9.37586 0.0863279
30040 3 -9.2915 0.00488363
35435 3 -9.36579 0.0378863
35407 3 -8.88464 0.0248784
35885 3 -9.07596 0.0501228
35857 3 -9.24406 0.0119593
35404 2 -35.1345 0.0836751
30026 2 -35.1015 0.0606379
35432 2 -34.536 0.00831221
35852 2 -34.9008 0.0953024
35880 2 -34.8411 0.0245685
35420 3 -9.41602 0.0701586
35896 3 -9.74985 0.0359958
35448 3 -9.6872 0.0241713
29592 3 -9.1618 0.0188772
35868 3 -9.53522 0.123223
35869 1 -8.41277 0.0121702
35871 1 -8.42137 0.00703584
35862 3 -8.88226 0.0288935
35890 3 -8.96071 0.0249161
30035 3 -8.94851 0.114095
30029 3 -9.05881 0.0559304
30057 3 -9.04716 0.0386336
35845 1 -8.833 0.0260374
30052 1 -9.16705 0.0325464
35899 1 -8.74585 0.0497414
30024 1 -8.73665 0.00943475
29576 1 -8.8572 0.0453352
35451 1 -8.21303 0.0682599
35507 1 -8.69415 0.0308462
29665 3 -8.28007 0.00366993
35465 3 -9.16936 0.0376302
35480 1 -8.20194 0.0557419
35466 3 -9.16732 0.0130151
35452 1 -8.14844 0.0240038
29637 3 -9.54883 0.0329835
35493 3 -8.95055 0.00816666
35479 1 -8.64015 0.0293317
35494 3 -9.07299 0.0105529
35897 1 -8.26945 0.0325402
35453 1 -8.86211 0.0700275
35955 1 -8.51625 0.0228379
35509 1 -8.8101 0.0113895
35957 1 -8.95227 0.0145745
35953 1 -8.39218 0.0524417
35912 3 -8.83308 0.0564836
29648 3 -9.34124 0.0316692
35945 3 -9.16955 0.0349672
35504 3 -9.16686 0.0124714
35481 1 -8.94603 0.0117315
35930 1 -8.82985 0.00970114
35491 3 -8.95197 0.0190615
30096 3 -9.17388 0.0324795
35460 2 -34.4431 0.0384392
35928 1 -8.31479 0.0799893
30085 3 -8.56712 0.0154811
35473 3 -9.76987 0.0486833
30110 2 -35.1002 0.0361762
30082 2 -35.4814 0.0328351
35918 3 -8.86291 0.0248491
35933 2 -34.1779 0.127396
35469 3 -8.83633 0.0157882
30098 3 -9.37532 0.127905
30091 3 -9.08943 0.0275999
35925 1 -8.2661 0.0264624
35901 1 -9.00906 0.0404327
35917 3 -8.51005 0.0301717
35463 3 -9.03688 0.0266089
30124 3 -8.91987 0.0876217
35947 3 -9.35261 0.134349
35946 3 -9.14902 0.0159223
30119 3 -8.99211 0.0254885
35924 3 -9.45736 0.025469
35914 3 -9.03929 0.0334244
35936 2 -34.5229 0.0116045
35952 3 -9.59356 0.00878486
35951 3 -9.68694 0.0156885
35940 3 -9.22567 0.0196581
35907 2 -35.2916 0.0316653
35929 1 -9.19655 0.000119491
35497 3 -10.0166 0.0345073
35923 3 -9.37248 0.0883098
35935 2 -34.5808 0.0157913
30126 3 -9.49679 0.102506
35927 1 -8.25704 0.0382893
30113 3 -9.00155 0.0433905
35942 3 -9.11797 0.0335913
35900 1 -8.57987 0.0666611
35926 1 -7.96892 0.0198364
35913 3 -9.13275 0.19687
35902 1 -8.95579 0.00892468
35941 3 -9.10427 0.0656715
35476 3 -9.93072 0.0640281
35949 3 -10.0001 0.0145278
35488 2 -35.4032 0.0435793
29676 3 -8.88214 0.0218208
35898 1 -8.486 0.0598444
35919 3 -8.88231 0.0335492
35908 2 -34.7018 0.022705
35485 2 -33.5325 0.00942381
35535 1 -8.5757 0.0425237
35549 3 -9.1112 0.0834478
35521 3 -8.93758 0.0126663
35508 1 -8.36836 0.0326719
35522 3 -9.41164 0.0355612
35536 1 -8.40016 0.0443994
35550 3 -8.99812 0.0292934
29693 3 -8.48259 0.0234741
29721 3 -9.2995 0.0153792
35563 1 -8.02101 0.0140611
30141 3 -9.56827 0.0175231
35529 3 -9.53588 0.0140127
35954 1 -8.47307 0.0761062
35956 1 -8.28654 0.0554925
35958 1 -9.04888 0.0104916
35963 2 -34.538 0.033123
35968 3 -8.88998 0.0627796
35970 3 -9.38994 0.110315
35973 3 -8.50343 0.0670272
35975 3 -8.92795 0.0166865
35977 3 -9.91258 0.00419269
35979 3 -9.70235 0.11301
35537 1 -8.83801 0.0416067
35553 3 -8.72828 0.109426
35557 3 -9.39745 0.124624
35982 1 -8.53637 0.0123272
35984 1 -8.40266 0.022422
35985 1 -9.2502 0.056824
35986 1 -8.76608 0.0104978
35991 2 -35.0258 0.041956
35996 3 -9.26981 0.0165648
35998 3 -8.47441 0.0878397
36001 3 -9.41798 0.108575
36003 3 -8.94977 0.00416306
36007 3 -10.0184 0.0556255
35983 1 -8.4024 0.0092852
35981 1 -8.41857 0.00738041
35525 3 -8.84322 0.0272797
30182 3 -9.56843 0.0145127
30180 3 -9.28201 0.0736724
35513 2 -34.8053 0.0666889
30166 2 -34.6765 0.00713833
29732 3 -9.2169 0.0092718
30154 3 -9.85134 0.0203808
30152 3 -9.29063 0.0337894
35969 3 -8.86245 0.0361736
35997 3 -9.12095 0.0403513
35547 3 -9.16822 0.0310865
35519 3 -9.36337 0.0211394
35544 2 -34.4514 0.0234377
30138 2 -33.9779 0.0243105
35964 2 -35.2306 0.0348356
35516 2 -34.3429 0.0458237
35560 3 -9.83797 0.0508562
35992 2 -35.0368 0.0304441
35980 3 -8.94463 0.0644892
36008 3 -9.23149 0.01062
29704 3 -8.6548 0.0654507
35974 3 -8.72622 0.00182304
36002 3 -8.8299 0.0198468
35532 3 -9.62915 0.077826
30147 3 -9.51839 0.131643
30169 3 -9.27844 0.0562317
30175 3 -9.27652 0.0272957
29688 1 -9.04202 0.0813164
46615 4 -0.0626602 0.0124845
36011 1 -8.13448 0.102417
36009 1 -8.29583 0.0409734
36013 1 -8.5215 0.00755763
29716 1 -8.9144 0.0684375
30164 1 -8.6556 0.0286833
35578 3 -8.69744 0.0330663
35592 1 -8.27068 0.0772278
29777 3 -9.04769 0.0263894
35577 3 -8.65998 0.0977515
35605 3 -8.86169 0.0631038
35606 3 -8.95961 0.0539478
35591 1 -8.65448 0.0225453
35564 1 -8.35886 0.0603716
29749 3 -8.99409 0.0760021
36014 1 -8.72629 0.0447015
35621 1 -8.92541 0.0696484
35565 1 -9.18533 0.0691142
36053 3 -8.84097 0.0249508
36059 3 -9.55468 0.11191
36020 2 -34.36 0.0220874
30222 2 -34.4732 0.0459971
30236 3 -8.77774 0.112674
36010 1 -8.23391 0.0793694
30208 3 -8.62682 0.028707
35581 3 -9.34931 0.0487087
36041 1 -8.76428 0.00975704
36024 3 -9.66639 0.0438111
36025 3 -9.37389 0.0382987
29788 3 -9.48665 0.0186903
29760 3 -8.81657 0.0435678
35597 2 -33.7147 0.0828265
36042 1 -9.01845 0.00226664
35613 3 -10.3054 0.00731765
30210 3 -9.54621 0.0992015
30238 3 -9.58329 0.0360636
36054 3 -9.01848 0.0575697
36035 3 -9.78824 0.0172964
30225 3 -9.39631 0.184743
35572 2 -35.3689 0.0130953
36037 1 -8.50623 0.0572774
36047 2 -34.1525 0.0918051
36036 3 -9.92351 0.0774485
30203 3 -9.03348 0.074464
36064 3 -9.02798 0.0286853
36030 3 -9.43065 0.065481
30231 3 -9.31698 0.0612054
36063 3 -9.64461 0.00768371
36048 2 -35.5456 0.0689838
35593 1 -8.98331 0.0468594
35616 3 -9.30323 0.0697681
30197 3 -9.41281 0.0320646
36057 3 -9.00019 0.0309588
35600 2 -35.0641 0.0255543
35588 3 -9.36803 0.0440866
36058 3 -9.0805 0.0152994
36017 2 -34.6214 0.0918338
36019 2 -33.6771 0.014454
36029 3 -9.21739 0.0733885
35603 3 -8.92551 0.0256403
36039 1 -8.42825 0.0275126
36040 1 -8.36812 0.0148218
36052 3 -9.31879 0.00237209
36026 3 -9.52225 0.0651132
30194 2 -34.3117 0.121122
35569 2 -33.7958 0.0438308
35609 3 -9.34366 0.193181
36012 1 -8.32282 0.00380014
36038 1 -7.87352 0.120826
35575 3 -8.86384 0.0114517
36031 3 -9.04617 0.0889296
36061 3 -9.7372 0.0105822
36067 1 -8.47157 0.0115577
36065 1 -8.29415 0.0737439
30192 1 -8.61483 0.0146601
35647 1 -7.99151 0.0149444
35662 3 -9.56931 0.0593874
35648 1 -8.68803 0.0106856
35634 3 -9.47581 0.0674016
35620 1 -7.90202 0.0516301
35633 3 -9.59364 0.0109361
35661 3 -9.23718 0.0173441
29805 3 -9.45924 0.00406754
29833 3 -8.97416 0.0152849
35619 1 -8.13294 0.0043029
36082 3 -8.9809 0.0669242
36085 3 -9.33161 0.0251694
36087 3 -9.21063 0.0626231
36091 3 -9.80121 0.00970199
35649 1 -8.28474 0.017752
35665 3 -8.73465 0.0830428
35669 3 -10.041 0.0271853
36094 1 -8.37721 0.0907799
36096 1 -8.12209 0.00297341
36097 1 -8.90466 0.0155506
36098 1 -8.65759 0.0358127
36101 2 -35.005 0.056548
36103 2 -33.9929 0.0507944
36108 3 -9.48781 0.0376418
36110 3 -9.67611 0.0451792
36113 3 -9.38302 0.0519641
36115 3 -9.10655 0.00711804
36117 3 -9.67653 0.0951781
36119 3 -9.96334 0.00795735
36080 3 -9.41345 0.0132076
36075 2 -34.7164 0.00291055
36073 2 -34.2892 0.0666967
36070 1 -8.84143 0.0248856
36068 1 -8.12827 0.0156775
36066 1 -8.11075 0.126463
35641 3 -9.71329 0.0375736
35637 3 -9.8312 0.0530217
36095 1 -8.6521 0.015444
36093 1 -8.1755 0.119461
30294 3 -9.79705 0.0297382
30292 3 -9.79054 0.0991783
35631 3 -9.62737 0.050118
30278 2 -34.5658 0.0819533
36081 3 -9.11703 0.0622347
35659 3 -9.11193 0.0095418
36109 3 -9.29663 0.0569024
29844 3 -9.00577 0.0818214
36076 2 -35.0028 0.0197213
36104 2 -34.1234 0.115985
35656 2 -34.4382 0.118157
36092 3 -9.66408 0.029106
30266 3 -9.19685 0.0148534
35628 2 -33.8101 0.0651472
30264 3 -8.39544 0.0210329
35672 3 -10.028 0.0316459
35644 3 -9.66021 0.0957561
36120 3 -9.61315 0.111815
30250 2 -34.7916 0.0866481
29816 3 -9.51905 0.0502399
36086 3 -8.69819 0.0496729
36114 3 -9.26685 0.0373057
30287 3 -9.35848 0.04439
30253 3 -9.20294 0.0182344
30281 3 -8.77256 0.0169773
30259 3 -9.32835 0.0111641
36069 1 -8.81941 0.0228209
36121 1 -8.4144 0.1834
30276 1 -8.77517 0.0183459
29828 1 -8.76148 0.0629745
35675 1 -8.25005 0.0170578
35704 1 -8.22468 0.0402935
35703 1 -8.70975 0.0329892
35690 3 -9.25323 0.00894486
35718 3 -8.71042 0.0245766
35676 1 -8.30184 0.0290955
29889 3 -8.64196 0.0282581
35689 3 -8.93894 0.00681787
35717 3 -9.0246 0.0505821
29861 3 -9.28127 0.0354411
35731 1 -8.79524 0.0569144
30332 1 -9.14801 0.0516196
36123 1 -8.05611 0.0323796
35677 1 -8.80686 0.0331912
36145 3 -9.28274 0.0274328
36148 3 -10.0478 0.00206287
30343 3 -8.78072 0.0289373
36131 2 -34.4961 0.125416
30337 3 -8.81744 0.0473363
35715 3 -8.5563 0.0122094
35693 3 -8.94105 0.0138329
36141 3 -8.64847 0.0352147
36147 3 -9.57311 0.0133573
36164 3 -8.86523 0.0652751
36175 3 -9.01348 0.0103138
36173 3 -9.40703 0.0100175
36165 3 -8.8424 0.0405096
36132 2 -34.6821 0.0275928
30309 3 -9.14582 0.00587764
35684 2 -34.7378 0.0179603
36125 1 -8.7419 0.0366209
35728 3 -9.30672 0.0122407
36176 3 -9.2788 0.0179522
29872 3 -8.84559 0.0175379
36171 3 -8.65463 0.0221081
36138 3 -9.06052 0.000791495
35697 3 -9.31492 0.0257995
36169 3 -8.7706 0.0310882
35700 3 -9.51431 0.0360436
35721 3 -9.09992 0.0320711
36160 2 -35.209 0.124121
36170 3 -8.88037 0.00505925
30334 2 -35.2074 0.00772901
35712 2 -35.1901 0.0241071
36124 1 -8.6969 0.227754
30322 3 -9.25891 0.180258
36136 3 -9.37727 0.00374588
36150 1 -8.72056 0.0787855
36154 1 -9.23802 0.0404449
29900 3 -8.69925 0.131755
35705 1 -9.07575 0.00214709
36153 1 -9.21934 0.0142367
36151 1 -8.55971 0.044956
36126 1 -8.93371 0.0190153
30315 3 -9.06973 0.0556738
35709 2 -34.6351 0.128329
36142 3 -8.87941 0.0307583
36166 3 -8.98055 0.152704
36143 3 -8.75152 0.0104618
36152 1 -8.62467 0.0550735
36149 1 -8.39601 0.0105116
35725 3 -9.21983 0.0315994
30320 3 -8.82778 0.0334195
30306 2 -35.1191 0.0180144
30348 3 -8.96144 0.0419693
35687 3 -9.3241 0.0418554
36159 2 -35.0504 0.0192982
36137 3 -8.81809 0.0840496
36122 1 -8.44083 0.0348822
30350 3 -9.53196 0.0346662
29884 1 -9.14071 0.153789
30304 1 -9.03079 0.0372692
29856 1 -9.06918 0.129647
35759 1 -8.07074 0.125079
35745 3 -9.02228 0.0176517
35773 3 -8.86487 0.0125163
35732 1 -8.12156 0.0233162
35746 3 -8.77283 0.0532615
35760 1 -8.6802 0.0445128
35774 3 -8.86855 0.0363351
29945 3 -9.86437 0.0308597
29917 3 -9.08805 0.0725935
36187 2 -35.4969 0.0673217
36192 3 -8.37205 0.0309767
36194 3 -8.93572 0.135272
36197 3 -9.13949 0.0140851
36199 3 -9.19554 0.0269038
36203 3 -9.43415 0.0764455
35761 1 -8.83821 0.0850139
35765 2 -34.5883 0.0491917
35777 3 -8.85229 0.0327915
35781 3 -9.18442 0.0219432
36206 1 -8.46916 0.0521452
36208 1 -7.91331 0.0255197
36209 1 -8.37719 0.182208
36210 1 -8.53812 0.0447311
36215 2 -34.854 0.0062811
36220 3 -8.81988 0.0468848
36222 3 -9.6753 0.0321219
36225 3 -9.65176 0.141871
36227 3 -8.64352 0.141027
36231 3 -10.0528 0.0458646
36182 1 -8.97632 0.0412036
36180 1 -8.3649 0.0831566
36178 1 -8.58432 0.0394077
35749 3 -8.94918 0.0105876
36205 1 -7.84971 0.0258265
30406 3 -9.62369 0.0366507
30404 3 -8.90337 0.0554993
30390 2 -33.7361 0.0389964
29956 3 -9.48909 0.0353901
30378 3 -10.0115 0.0264454
30376 3 -8.92778 0.0701682
35743 3 -9.42346 0.0397473
36193 3 -9.56637 0.0183654
36221 3 -9.66021 0.0981955
35771 3 -9.01752 0.0459376
35740 2 -34.9804 0.0264678
30362 2 -34.0922 0.0109134
35768 2 -34.516 0.0643838
36188 2 -34.6162 0.0721782
36216 2 -34.2613 0.0691861
35756 3 -9.01675 0.0261789
35784 3 -10.01 0.0242983
36232 3 -10.0018 0.213756
29928 3 -9.30782 0.0260787
36207 1 -8.01113 0.0480054
36226 3 -9.52494 0.05328
36198 3 -8.40828 0.0423965
36204 3 -9.59446 0.0211714
30393 3 -9.54496 0.0639579
30399 3 -10.0069 0.0310647
30365 3 -9.58578 0.0452394
30371 3 -9.30231 0.0802407
36181 1 -8.95077 0.0474592
35733 1 -9.35148 0.0427274
36235 1 -8.3855 0.0477959
36233 1 -8.24026 0.0151136
36179 1 -8.54606 0.0203211
36177 1 -8.7485 0.0489455
35787 1 -8.36015 0.0452649
35788 1 -8.33321 0.0289618
35829 3 -9.56852 0.0137327
35815 1 -8.21996 0.0652997
30001 3 -8.9825 0.00477846
35801 3 -9.77748 0.0823759
29973 3 -9.20316 0.0651844
35830 3 -9.44205 0.0455457
35816 1 -7.78875 0.0290058
35802 3 -9.22504 0.0781304
30416 1 -8.74134 0.0301383
36237 1 -8.40864 0.0258718
29996 1 -8.50788 0.00547118
35843 1 -8.3679 0.0612918
35841 1 -8.13374 0.0248018
36253 3 -9.85772 0.0499334
36288 3 -9.27727 0.0277241
35397 1 -8.51404 0.107545
35805 3 -9.46214 0.0311334
30462 3 -9.626 0.00309538
29968 1 -8.72639 0.0448686
30012 3 -9.43613 0.0355323
30449 3 -9.26087 0.0113226
36285 3 -9.42264 0.0310385
36261 1 -8.00923 0.0969479
35789 1 -9.03769 0.0624049
36262 1 -7.98741 0.0237379
36255 3 -9.69334 0.0593913
36278 3 -9.59933 0.0219915
36244 2 -34.7202 0.0558499
36254 3 -9.0625 0.0181687
36259 3 -10.5422 0.03488
35812 3 -9.89202 0.0326033
29984 3 -8.98759 0.0405843
35840 3 -10.0281 0.0731621
36250 3 -9.47856 0.00601566
36260 3 -9.71523 0.0811474
36249 3 -9.46084 0.216819
36281 3 -9.03725 0.0676598
36282 3 -9.36923 0.0711035
30421 3 -8.95841 0.016289
35821 2 -34.2217 0.0584378
30446 2 -34.3401 0.0484981
30427 3 -9.48108 0.0465012
36248 3 -9.62671 0.0150915
36266 1 -8.5604 0.0558464
35827 3 -9.92286 0.00948698
36277 3 -9.10271 0.00721533
36265 1 -8.40336 0.0230371
35817 1 -8.34697 0.114032
36272 2 -35.2882 0.0146392
36238 1 -8.31798 0.0298805
36234 1 -7.85788 0.0558933
36236 1 -7.57998 0.0740853
36283 3 -9.55244 0.0323241
35824 2 -33.6451 0.0637128
36263 1 -8.01352 0.0488251
36243 2 -33.6861 0.0738993
30455 3 -9.60401 0.0229016
35796 2 -33.9097 0.0250641
35809 3 -9.69891 0.0019238
30460 3 -8.90516 0.0785369
30432 3 -9.04815 0.091047
36257 3 -9.89403 0.0239727
36271 2 -33.099 0.028531
35799 3 -9.62122 0.0185421
36287 3 -9.82183 0.0879156
36264 1 -8.14004 0.0265994
30434 3 -9.90305 0.0820335
36276 3 -9.59267 0.0461635
30418 2 -34.5219 0.0861688
35833 3 -9.74353 0.035214
30444 1 -8.70502 0.0295179
36290 1 -8.67599 0.0532088
36304 3 -8.92688 0.0230842
36318 1 -8.50557 0.0136937
36332 3 -9.0193 0.0190669
35855 3 -8.68426 0.0749177
35883 3 -8.99498 0.0419972
36317 1 -8.60266 0.0862502
30483 3 -9.38999 0.0402859
30511 3 -9.18653 0.0514172
36289 1 -8.30606 0.0911919
30474 2 -34.7912 0.0228728
30490 3 -9.21484 0.00642915
36315 3 -9.43781 0.0254699
36327 2 -34.9826 0.0634606
36319 1 -8.44397 0.0417931
36765 1 -8.97167 0.0315869
30966 3 -9.39953 0.0314287
30950 2 -35.3318 0.0137982
30516 3 -8.70256 0.0396147
30938 3 -9.37123 0.0587646
30922 2 -34.8603 0.0245045
30488 3 -8.82777 0.0727155
36786 3 -8.6274 0.0374312
36758 3 -8.69806 0.130413
36316 3 -9.5323 0.0601114
36344 3 -9.14863 0.0955269
36328 2 -34.9312 0.0450441
36300 2 -34.9746 0.0295653
36305 3 -9.24835 0.014256
36303 3 -8.83176 0.0255571
36331 3 -9.11853 0.0293602
36333 3 -9.0083 0.0122858
36292 1 -8.33563 0.0229117
36306 3 -9.16181 0.0767909
36309 3 -8.95408 0.0671011
36313 3 -9.98089 0.0198046
36738 1 -8.27276 0.0173536
36742 1 -8.95247 0.0240285
36747 2 -34.6286 0.145688
36752 3 -9.10901 0.00693704
36759 3 -9.13137 0.0290182
36763 3 -9.99564 0.024858
36320 1 -8.12636 0.0204445
36321 1 -8.75966 0.0249526
36325 2 -34.5352 0.0673412
36334 3 -9.12283 0.0282583
36337 3 -9.38204 0.024615
36341 3 -9.32377 0.0843945
36766 1 -8.75293 0.0355348
36770 1 -9.15308 0.0872605
36775 2 -34.1302 0.0333729
36780 3 -8.58185 0.0145915
36787 3 -9.17431 0.00469285
36791 3 -9.21538 0.0218563
30505 3 -9.16275 0.0573114
30931 3 -9.15268 0.0368955
30959 3 -8.36071 0.047599
30477 3 -9.21478 0.0335091
36737 1 -8.34355 0.0987314
36293 1 -8.9564 0.0721977
36291 1 -8.07975 0.12069
36339 3 -8.917 0.0674732
36343 3 -9.73583 0.0150368
36338 3 -8.73821 0.125848
36294 1 -9.00352 0.0343696
36322 1 -8.9969 0.0242554
36311 3 -8.97524 0.00107011
36299 2 -35.0289 0.0162302
36310 3 -9.15571 0.0199678
30502 2 -34.6565 0.037646
36793 1 -8.68116 0.0303062
36347 1 -8.76465 0.0885729
36349 1 -8.69385 0.0155503
30518 3 -9.46545 0.007493
30472 1 -8.93319 0.0205379
36345 1 -8.4787 0.0367453
36401 1 -8.43126 0.0327774
36346 1 -8.5852 0.13333
30539 3 -8.84837 0.0462019
35939 3 -9.4027 0.179616
30567 3 -9.18754 0.0189402
36360 3 -9.16527 0.0731453
36373 1 -8.32405 0.0200702
36374 1 -8.23859 0.0904918
35911 3 -9.23168 0.0352606
36388 3 -8.68848 0.0688597
30574 3 -9.24884 0.0520254
30556 1 -9.21398 0.0195103
36394 3 -9.07768 0.0294653
36367 3 -8.71439 0.0532407
36350 1 -8.6266 0.0404851
36355 2 -34.7444 0.0151106
36399 3 -9.38975 0.0103732
36371 3 -9.47193 0.12316
36378 1 -8.96249 0.0568407
36383 2 -35.0698 0.0190707
36389 3 -8.97421 0.0113923
36376 1 -8.52426 0.0314693
36847 3 -9.76421 0.0196149
36387 3 -9.33421 0.00251155
36395 3 -9.03048 0.0395918
30561 3 -8.87694 0.0468619
36819 3 -10.0177 0.00416862
36365 3 -9.05138 0.0524978
36366 3 -9.25258 0.11179
36822 1 -8.20584 0.0489484
36842 3 -9.13294 0.0252528
30546 3 -9.66363 0.0125322
36393 3 -9.04437 0.00207712
36836 3 -8.90464 0.0361953
36377 1 -8.73645 0.0442364
36794 1 -7.8946 0.00890019
36361 3 -9.5465 0.0324908
36397 3 -9.80319 0.0118729
36359 3 -9.32994 0.088475
36821 1 -8.4855 0.0715994
36798 1 -8.50172 0.00839919
30544 3 -8.53983 0.0546688
36348 1 -8.30765 0.0223224
30572 3 -8.90578 0.102979
36375 1 -8.36753 0.0771917
30994 3 -9.71951 0.033638
30978 2 -34.7003 0.148427
36826 1 -8.84356 0.040973
30987 3 -8.7089 0.0329482
30533 3 -8.74507 0.00505055
31015 3 -9.0638 0.0395309
36831 2 -34.4518 0.0224065
36814 3 -9.15681 0.0311746
36390 3 -8.98985 0.0992721
36803 2 -34.379 0.0336171
36362 3 -9.25932 0.00773943
31006 2 -34.7047 0.0541224
36372 3 -9.00292 0.0419752
36384 2 -34.6401 0.129254
36808 3 -9.65609 0.13075
36369 3 -9.73538 0.0854808
36356 2 -34.7364 0.0716311
36400 3 -9.51779 0.0138496
36815 3 -9.11687 0.0506765
31022 3 -9.33742 0.00177818
36843 3 -9.63156 0.0926156
36405 1 -8.68207 0.0279396
30558 2 -34.9088 0.0594895
30530 2 -34.9763 0.026734
36402 1 -8.37555 0.0647781
36429 1 -8.20922 0.0203412
36416 3 -9.5037 0.143206
36430 1 -8.33965 0.0483243
36444 3 -8.62006 0.0511013
35995 3 -8.90281 0.017814
35967 3 -9.18295 0.121065
30623 3 -9.19572 0.0302639
30595 3 -9.28869 0.0691612
36457 1 -8.12418 0.00191733
36450 3 -8.99261 0.0437961
36427 3 -10.0034 0.0301834
31078 3 -9.62115 0.0416863
31062 2 -34.7406 0.0236484
30628 3 -9.75453 0.022113
31050 3 -9.71653 0.011609
31034 2 -34.4561 0.0478577
30600 3 -9.15882 0.0950858
36431 1 -8.08391 0.0656819
36877 1 -8.05512 0.0174175
36870 3 -9.16293 0.0884423
36898 3 -9.25182 0.0277725
36428 3 -10.0956 0.0489861
36456 3 -10.0926 0.141527
36412 2 -33.5798 0.0247276
36440 2 -33.977 0.0916216
36417 3 -9.45371 0.00856672
36443 3 -9.37796 0.0132986
36415 3 -9.86962 0.0126989
36445 3 -9.05851 0.0460873
36404 1 -7.91282 0.0301704
36409 2 -34.2682 0.0602826
36418 3 -9.44089 0.0990152
36421 3 -9.52936 0.0407808
36425 3 -10.0362 0.00247562
36850 1 -7.88881 0.155869
36854 1 -8.60709 0.00802033
36859 2 -34.0401 0.060545
36864 3 -9.51192 0.00786949
36871 3 -9.47307 0.0248841
36875 3 -9.8982 0.0664862
36432 1 -8.311 0.0133989
36433 1 -8.65247 0.0497625
36446 3 -9.13997 0.0652752
36449 3 -9.19114 0.00876282
36453 3 -9.59958 0.0348728
36878 1 -8.27324 0.0140159
36882 1 -8.71252 0.0534748
36887 2 -34.2946 0.0915581
36892 3 -9.18268 0.0379537
36899 3 -9.28961 0.0980039
36903 3 -9.43289 0.0343901
30589 3 -9.36016 0.024699
31043 3 -9.28004 0.0627141
31071 3 -9.54154 0.054125
30617 3 -9.63414 0.0441194
36849 1 -8.35281 0.059221
36422 3 -9.44446 0.0285949
36423 3 -8.72043 0.0530106
36403 1 -8.43205 0.032354
36451 3 -9.54662 0.033704
30584 1 -8.72845 0.154564
36406 1 -8.66084 0.0306558
36434 1 -8.97535 0.124164
36411 2 -34.3821 0.0191357
30630 3 -9.78302 0.0870843
30614 2 -34.4479 0.0437878
30586 2 -33.6318 0.0301566
36455 3 -9.76727 0.0104597
30612 1 -8.38989 0.00894754
30602 3 -10.3041 0.00808616
36439 2 -34.448 0.05416
36506 3 -9.07 0.131553
30658 3 -9.73037 0.0815898
30686 3 -9.11201 0.0414412
36500 3 -9.469 0.107349
30679 3 -8.32734 0.0146053
30651 3 -9.51936 0.0471403
36486 1 -8.25537 0.0398212
36472 3 -9.41933 0.0512561
36023 3 -9.46065 0.0566472
36051 3 -8.62068 0.0148576
36485 1 -8.61428 0.0214867
36458 1 -8.26513 0.0153556
36513 1 -8.37217 0.0244045
30642 2 -33.8348 0.00159776
36478 3 -9.85068 0.0338221
36507 3 -9.22067 0.0352465
36495 2 -34.1136 0.0100489
31106 3 -9.57644 0.0965752
30640 1 -8.71998 0.0611863
36905 1 -7.94578 0.081126
36961 1 -8.35282 0.0221506
36459 1 -7.94934 0.0266362
36461 1 -8.68149 0.00424847
36511 3 -9.78107 0.0206496
36467 2 -34.54 0.0293081
36483 3 -9.67061 0.0183974
30668 1 -9.48765 0.0236872
30670 2 -35.7658 0.0482301
36460 1 -8.48179 0.014321
36501 3 -9.4374 0.0939583
30645 3 -9.49115 0.00821374
36927 3 -9.32602 0.00746021
36473 3 -9.03585 0.03426
36477 3 -9.20599 0.0194462
36479 3 -8.61537 0.0259362
36910 1 -8.55263 0.00394287
36468 2 -34.1506 0.020346
30656 3 -9.23082 0.00467284
31127 3 -9.023 0.0710424
30684 3 -8.87695 0.0374088
36502 3 -9.36723 0.0381042
36487 1 -8.52196 0.0247993
36484 3 -9.95413 0.102884
36496 2 -34.6771 0.0138513
36948 3 -9.60164 0.0290325
36474 3 -9.23147 0.0673435
