ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
21912 3 -8.51939 0.00520106
21934 2 -34.896 0.0477238
21951 3 -9.9177 0.073452
21900 1 -8.679 0.00111988
21914 3 -8.67238 0.0220707
21906 2 -34.9441 0.0247855
21935 2 -35.1106 0.0480277
27284 2 -34.6481 0.0571133
21909 3 -8.84487 0.0153604
27748 3 -9.58717 0.0777492
27776 3 -9.30703 0.0160435
21920 3 -8.83217 0.0206069
28197 1 -8.31696 0.021744
27777 1 -8.63864 0.0567722
27732 2 -35.1727 0.0484547
21904 1 -8.91476 0.0372327
21948 3 -8.81561 0.0163608
21944 3 -8.60796 0.0604016
22388 3 -9.08811 0.0481923
22374 1 -8.81669 0.0173927
22391 3 -9.27475 0.0358699
22346 1 -8.51071 0.0240403
22363 3 -8.86502 0.0494549
21916 3 -9.1921 0.0244548
22360 3 -9.00021 0.0331601
27760 2 -35.3757 0.0433055
21956 1 -8.91064 0.0254736
21963 2 -35.2514 0.00860307
21970 3 -8.72689 0.0412706
21973 3 -8.68595 0.00923757
21975 3 -8.49345 0.0431504
21979 3 -8.89162 0.0127122
22402 1 -8.8042 0.0263025
22411 2 -35.9796 0.0591296
22416 3 -8.66553 0.0140769
22423 3 -8.67214 0.0524305
22427 3 -9.1148 0.0336464
21984 1 -8.48847 0.0511764
21991 2 -35.7242 0.0113827
21998 3 -9.02106 0.00656294
22001 3 -9.30242 0.0368018
22003 3 -8.47917 0.117985
22007 3 -9.30891 0.035096
22430 1 -8.64596 0.00578202
22439 2 -35.4828 0.0424657
22444 3 -8.74976 0.0362776
22451 3 -9.01319 0.00491648
22455 3 -9.34007 0.0124474
21961 2 -35.3438 0.0459222
21966 3 -8.78226 0.0278149
21972 3 -8.75926 0.0547211
21977 3 -9.02054 0.0703178
21989 2 -34.9821 0.0242332
21994 3 -8.8332 0.0828841
22000 3 -8.4073 0.0630927
22005 3 -9.1956 0.0173861
22407 1 -9.01629 0.0200663
21959 1 -9.49834 0.0627637
21960 1 -9.32626 0.0502362
21965 3 -9.15568 0.020553
22419 3 -8.66515 0.0484836
21988 1 -9.40069 0.0245297
21993 3 -8.48215 0.053574
22447 3 -9.2626 0.0225575
22438 2 -34.7498 0.0455185
22426 3 -8.99252 0.0317322
22410 2 -35.3688 0.0498512
21990 2 -35.4652 0.0223625
21962 2 -34.9031 0.0469955
22454 3 -9.35885 0.11546
22006 3 -9.59174 0.0448979
21978 3 -9.15796 0.0487694
28253 1 -8.44484 0.0182674
21976 3 -8.69444 0.0497696
22004 3 -8.84239 0.0186992
27788 2 -35.2015 0.0728853
27798 3 -9.09561 0.0254037
27804 3 -9.36691 0.0427515
28246 3 -8.40326 0.0454091
27816 2 -34.4967 0.0765406
27826 3 -8.84307 0.0722631
27832 3 -9.69522 0.034115
28274 3 -9.28315 0.0338121
27807 1 -8.57347 0.00497332
28225 1 -8.57062 0.0569675
22379 1 -9.12464 0.0227819
28281 1 -8.66336 0.06378
27779 1 -8.33528 0.0140881
27835 1 -8.28456 0.0106102
22435 1 -9.42132 0.0457804
21987 1 -8.84484 0.0172053
22442 3 -8.76477 0.0553564
22414 3 -8.94854 0.112064
22404 1 -8.682 0.0234739
22418 3 -8.40505 0.0496626
22432 1 -8.48358 0.0262242
22446 3 -8.90744 0.022151
22441 3 -8.88242 0.050712
22413 3 -9.10788 0.0565899
28255 1 -8.46435 0.00655619
28227 1 -8.73247 0.0164311
28283 1 -8.36599 0.00908164
27891 1 -8.49479 0.0517888
22503 3 -8.31881 0.0111532
22458 1 -8.68056 0.00623973
22491 1 -9.2119 0.00555458
22049 3 -8.82308 0.131784
22475 3 -8.84505 0.012869
22015 1 -9.21958 0.0961754
22495 2 -35.8455 0.0117012
22022 3 -8.70653 0.0729212
22511 3 -9.52439 0.0282898
22012 1 -8.21016 0.0296416
22046 2 -35.3241 0.0173381
27844 2 -35.469 0.099157
28330 3 -9.18961 0.0829756
22479 3 -8.65595 0.00528932
22017 2 -35.5707 0.0529508
22467 2 -35.2131 0.0454031
22060 3 -8.58269 0.0279979
22507 3 -8.50866 0.0128732
22500 3 -8.64695 0.0395957
22044 1 -9.35513 0.0203025
27872 2 -35.1938 0.051739
22029 3 -8.84704 0.0575675
22486 1 -8.92822 0.0507598
22031 3 -9.42022 0.0209841
22482 3 -9.33473 0.0317163
22059 3 -8.94627 0.021524
22483 3 -9.19452 0.0342469
22018 2 -34.6892 0.0500295
22033 3 -9.56522 0.0453867
22026 3 -9.36889 0.0601533
22062 3 -9.26117 0.011007
28309 1 -8.73438 0.00276497
22050 3 -8.71297 0.0873642
22054 3 -8.59187 0.00852242
22057 3 -8.65244 0.0555458
22056 3 -8.09444 0.0308034
22466 2 -35.4205 0.0112901
27860 3 -9.31832 0.00502462
22472 3 -8.97706 0.0328411
22040 1 -8.72859 0.00735913
22034 3 -8.90618 0.0880666
22463 1 -9.1715 0.00507264
22063 3 -9.40155 0.0786089
22019 2 -34.3309 0.0304246
22016 1 -9.14192 0.028774
28302 3 -8.52919 0.0625521
27882 3 -8.38418 0.0846397
22028 3 -8.66543 0.0107481
27863 1 -8.98232 0.0385626
27888 3 -9.31792 0.018629
27854 3 -9.35326 0.00684045
22035 3 -9.43137 0.0435248
22510 3 -8.97031 0.0759954
22032 3 -8.74449 0.0148225
22045 2 -35.8584 0.00794355
22021 3 -9.34668 0.0256639
22061 3 -9.08256 0.0114611
22494 2 -35.3276 0.0377732
22047 2 -35.5934 0.0801938
22469 3 -8.85545 0.0915895
22470 3 -8.40374 0.0609895
22474 3 -8.87935 0.0501365
22502 3 -8.6167 0.00210755
22498 3 -8.9129 0.0215752
28311 1 -8.39373 0.0495523
22497 3 -9.12232 0.062026
22460 1 -8.81477 0.00974764
22488 1 -8.7193 0.0127991
22068 1 -8.78947 0.040866
22075 2 -35.5294 0.0218592
22082 3 -8.9726 0.00955835
22085 3 -8.80446 0.0724123
22087 3 -8.38324 0.0159515
22091 3 -8.67926 0.055399
22514 1 -8.63302 0.00266154
22523 2 -34.7744 0.0565562
22528 3 -9.2068 0.0107453
22535 3 -8.99968 0.0232837
22539 3 -9.18186 0.0667803
22096 1 -8.35203 0.0236493
22103 2 -35.9248 0.00706188
22110 3 -8.8907 0.0837983
22113 3 -8.97912 0.0401478
22115 3 -8.77135 0.0267858
22119 3 -9.13774 0.011905
22542 1 -8.35186 0.068814
22551 2 -35.1753 0.00288878
22556 3 -9.05594 0.0569065
22563 3 -9.0491 0.179451
22567 3 -9.2978 0.0140921
22073 2 -35.0443 0.0688933
22078 3 -8.77315 0.0157208
22084 3 -8.89714 0.046626
22089 3 -9.29222 0.00518641
22101 2 -34.7654 0.0535865
22106 3 -9.10222 0.0644897
22112 3 -9.07096 0.00431548
22117 3 -9.7738 0.0494557
22071 1 -9.29791 0.0272443
22519 1 -8.6901 0.00723131
22072 1 -9.08228 0.112592
22077 3 -8.90228 0.0278344
22531 3 -8.94427 0.0346718
22100 1 -9.00664 0.0653165
22105 3 -9.18692 0.0339412
22559 3 -9.23255 0.0180444
22522 2 -34.6521 0.0357994
22550 2 -34.9408 0.010333
22566 3 -9.3204 0.00882528
22074 2 -34.8332 0.027734
22102 2 -34.8469 0.0150854
22090 3 -9.36572 0.00835921
22118 3 -9.25932 0.0418105
22538 3 -9.61702 0.0575823
22088 3 -9.37605 0.00996359
22116 3 -9.01318 0.036932
28365 1 -8.52039 0.0959302
27919 1 -8.30745 0.0350162
27900 2 -35.2539 0.113864
27910 3 -9.29281 0.011457
27916 3 -9.17743 0.0267079
28358 3 -8.64537 0.0833391
27928 2 -34.6452 0.0391352
27938 3 -8.95923 0.0653421
27944 3 -9.40569 0.0316483
28386 3 -8.61558 0.0230512
22043 1 -9.33116 0.0699366
28337 1 -8.77732 0.0225077
27947 1 -8.28699 0.0736888
28393 1 -8.54098 0.0846292
22554 3 -8.82611 0.0474107
22526 3 -9.36422 0.018587
22558 3 -8.92425 0.0278174
22544 1 -8.41124 0.175724
22530 3 -9.10933 0.0293615
22516 1 -8.33024 0.0533535
22553 3 -9.2575 0.0116829
22525 3 -9.45489 0.00011263
28367 1 -8.62208 0.0577587
28339 1 -8.43222 0.0375352
28003 1 -8.26245 0.0658135
22155 1 -8.87734 0.0510303
22099 1 -9.01478 0.0236086
22547 1 -9.14688 0.0222716
28449 1 -8.27937 0.0697893
27984 2 -35.0873 0.107145
22128 1 -9.14296 0.0350367
22174 3 -9.92425 0.0205198
22146 3 -9.79168 0.0446169
27975 1 -8.05642 0.0448693
22162 3 -9.24919 0.00241335
22152 1 -8.77312 0.0318014
22607 2 -35.3249 0.0799999
22175 3 -8.87515 0.0170085
22172 3 -9.31501 0.0235631
22159 2 -34.9681 0.0452622
22134 3 -9.16393 0.05882
22138 3 -8.74825 0.00869288
22147 3 -9.56565 0.0536292
22169 3 -8.55902 0.0494745
22127 1 -8.78983 0.00469833
22129 2 -34.2121 0.0238284
28421 1 -8.56083 0.0212601
22144 3 -8.82909 0.028265
28414 3 -9.06168 0.0584342
22606 2 -34.4461 0.0143499
22124 1 -8.32211 0.0392
22622 3 -9.49686 0.0615382
22168 3 -9.3672 0.00930512
22141 3 -9.0747 0.0215808
22161 3 -9.64321 0.00617864
27966 3 -9.37637 0.0483119
22156 1 -8.67126 0.0112829
22591 3 -9.11971 0.0411374
22130 2 -34.6216 0.0225221
22612 3 -8.88641 0.0217716
28442 3 -8.8975 0.0246255
22131 2 -35.5932 0.0588929
22579 2 -34.8805 0.0191604
22584 3 -9.43467 0.0051456
22157 2 -34.6253 0.0180364
22598 1 -8.48985 0.0362363
22594 3 -9.94107 0.0119216
22143 3 -9.01042 0.0184735
22171 3 -8.7992 0.0123641
22140 3 -9.44029 0.0751461
22575 1 -8.65965 0.0283229
28000 3 -9.1165 0.141911
27956 2 -34.5575 0.0808097
22166 3 -8.79537 0.0592748
22578 2 -34.6173 0.0253343
22133 3 -8.89752 0.0903176
22623 3 -9.30807 0.00665944
22570 1 -8.21652 0.00628223
27994 3 -9.75657 0.00826622
22587 3 -8.91393 0.0137603
22595 3 -9.38444 0.0131552
22173 3 -9.73447 0.0269385
22615 3 -9.72685 0.0108162
27972 3 -9.77503 0.00463989
22619 3 -9.18041 0.00142443
22145 3 -9.53444 0.0370826
22158 2 -33.5585 0.0578834
28395 1 -8.56946 0.0207352
28451 1 -8.63985 0.0266914
22586 3 -8.82334 0.0101504
22572 1 -8.52991 0.0767165
22582 3 -9.25816 0.00129481
28423 1 -8.1513 0.0191218
22610 3 -8.91634 0.0601546
22581 3 -9.03421 0.0282546
22609 3 -9.18539 0.0787379
22614 3 -8.5408 0.0121837
22600 1 -8.51969 0.0166832
22180 1 -8.25982 0.0508972
22187 2 -35.4753 0.0409524
22194 3 -8.90736 0.0531185
22197 3 -8.83522 0.0863838
22199 3 -9.3342 0.0130384
22203 3 -9.5948 0.0546197
22626 1 -8.56916 0.0156696
22635 2 -34.7602 0.0243832
22640 3 -9.2386 0.00511633
22647 3 -8.90342 0.0134104
22651 3 -9.69887 0.0426291
22208 1 -8.36539 0.036222
22215 2 -34.7133 0.075194
22222 3 -9.26387 0.0526044
22225 3 -9.18475 0.00310716
22227 3 -8.96322 0.0113804
22231 3 -9.59293 0.0951829
22654 1 -8.52709 0.0358867
22663 2 -34.6468 0.0614967
22668 3 -9.07363 0.00818481
22675 3 -9.04312 0.0346782
22679 3 -9.45001 0.017417
22185 2 -35.421 0.0355556
22190 3 -8.93468 0.00961458
22196 3 -8.91046 0.10546
22201 3 -9.56249 0.0303895
22213 2 -35.0742 0.0180797
22218 3 -8.80884 0.0184068
22224 3 -8.8721 0.053371
22229 3 -8.91578 0.00363708
22631 1 -8.92102 0.00304402
22183 1 -9.09184 0.0267793
22184 1 -8.74956 0.0103542
22189 3 -9.323 0.012313
22643 3 -9.106 0.0647573
22212 1 -9.07787 0.0134906
22217 3 -9.17998 0.0373675
22671 3 -9.09746 0.062675
22662 2 -34.351 0.0490029
22214 2 -35.0451 0.0142861
22678 3 -9.41669 0.0206886
22634 2 -34.355 0.00590143
22186 2 -34.9634 0.0181253
22650 3 -9.80648 0.00755726
22202 3 -9.28148 0.0162607
22230 3 -9.44559 0.0324007
22200 3 -9.27734 0.0734406
22228 3 -9.21008 0.00426113
28012 2 -34.7155 0.00375363
28022 3 -8.76823 0.0203026
28028 3 -9.35877 0.00704961
28470 3 -9.49949 0.0034471
28040 2 -34.6346 0.00822049
28050 3 -8.98009 0.0136876
28056 3 -9.57643 0.0632127
28498 3 -9.31253 0.0100017
28031 1 -8.41391 0.0870026
28477 1 -8.26199 0.0315917
22659 1 -9.32775 0.0540661
28505 1 -8.17698 0.0106433
22603 1 -9.0731 0.0832509
28059 1 -8.39845 0.0352385
22666 3 -8.71622 0.00136547
22638 3 -9.04429 0.0111886
22628 1 -8.41991 0.0325426
22642 3 -9.287 0.0554905
22656 1 -8.54844 0.00503963
22670 3 -9.22621 0.0408872
22665 3 -9.36572 0.0766917
22637 3 -8.98304 0.0227532
28479 1 -8.45526 0.0895057
28507 1 -8.24343 0.0255593
22211 1 -9.071 0.00209385
22715 1 -9.19077 0.0220082
22267 1 -9.0183 0.0314383
22696 3 -9.23374 0.0126628
28078 3 -9.32958 0.0161322
22242 2 -34.1058 0.00596256
22258 3 -9.99088 0.0421664
22734 3 -9.0584 0.00790695
22718 2 -35.0499 0.0128043
22245 3 -9.04319 0.0900042
28071 3 -9.08254 0.0789838
22256 3 -8.9772 0.0238981
28106 3 -9.16575 0.0611589
22268 1 -8.84751 0.0241977
22710 1 -8.59667 0.00920709
22706 3 -9.61651 0.0670427
22703 3 -8.77953 0.0691575
28087 1 -8.36406 0.033413
28112 3 -9.55397 0.0660083
28526 3 -9.36123 0.00180957
22286 3 -9.4583 0.0631288
22283 3 -8.66364 0.0417744
22699 3 -8.55334 0.0212206
22727 3 -8.79186 0.00615502
22239 1 -9.19321 0.0785456
28068 2 -34.4979 0.0194572
22287 3 -9.35149 0.12147
22246 3 -8.73188 0.00192992
22707 3 -9.43493 0.00845127
22278 3 -8.71171 0.0117081
22281 3 -8.43953 0.0505968
22273 3 -8.9072 0.00618312
22264 1 -8.62871 0.00551398
22269 2 -34.9856 0.00346111
28084 3 -9.92756 0.0436684
22690 2 -35.1421 0.112847
22252 3 -9.15576 0.105433
22284 3 -8.76586 0.00171066
22257 3 -9.38578 0.0478654
22285 3 -9.51563 0.0378941
22270 2 -35.0626 0.00353175
22236 1 -8.65435 0.0711843
22250 3 -9.11792 0.0256487
22724 3 -8.9439 0.00372535
22253 3 -8.71062 0.0346506
22280 3 -9.20108 0.0252269
22687 1 -9.0886 0.0527561
22735 3 -9.35128 0.00863618
22682 1 -8.30882 0.00449262
22241 2 -35.1404 0.013471
22274 3 -9.26665 0.0190054
22240 1 -9.14497 0.0338483
28554 3 -9.2748 0.0169943
22271 2 -35.495 0.00534017
28533 1 -8.47046 0.0682418
22691 2 -35.0068 0.0442276
28096 2 -35.0795 0.0518944
22255 3 -9.06137 0.0226594
22731 3 -8.62664 0.0656171
22259 3 -8.96037 0.0185076
22243 2 -35.029 0.0206127
22719 2 -35.385 0.111206
28561 1 -8.74764 0.00963872
28115 1 -8.62824 0.0147971
28535 1 -8.16555 0.0574034
22712 1 -8.85115 0.0306245
22684 1 -8.79325 0.0371178
22693 3 -8.5351 0.0333875
22721 3 -9.1456 0.0753743
22694 3 -8.85173 0.0345501
22726 3 -8.80989 0.0151969
22698 3 -8.63117 0.063135
28549 3 -8.70413 0.0642277
22722 3 -8.81757 0.0900962
22292 1 -8.65813 0.031098
22299 2 -35.539 0.108028
22306 3 -8.34585 0.00823544
22309 3 -8.82989 0.0499581
22311 3 -8.88425 0.0103084
22315 3 -9.15326 0.0360475
22738 1 -8.85908 0.0288111
22747 2 -35.3283 0.00714538
22752 3 -8.66207 0.000796245
22759 3 -8.98744 0.108508
22763 3 -8.444 0.0919199
22320 1 -8.52806 0.042651
22327 2 -35.2266 0.00138936
22334 3 -8.85048 0.000557353
22337 3 -8.78915 0.0325993
22339 3 -9.19744 0.00742682
22343 3 -9.69563 0.022802
22766 1 -8.68936 0.0430136
22775 2 -36.0906 0.0226433
22780 3 -8.76216 0.0730836
22787 3 -8.33757 0.0295954
22791 3 -9.29336 0.0479144
22297 2 -35.6386 0.00450262
22302 3 -9.0297 0.13253
22308 3 -8.20544 0.0395043
22313 3 -9.25148 0.0326122
22325 2 -35.1611 0.0482803
22330 3 -8.79531 0.0243074
22336 3 -8.58298 0.0245891
22341 3 -9.21583 0.0618336
22743 1 -9.29056 0.0168687
22295 1 -9.06159 0.0271307
22296 1 -9.1922 0.0261541
22301 3 -8.73979 0.033529
22755 3 -8.95092 0.0410468
22324 1 -9.31295 0.0847359
22329 3 -8.618 0.100593
22783 3 -8.75596 0.0849624
22298 2 -35.3312 0.0152573
22746 2 -34.2524 0.0659774
22774 2 -35.3574 0.081566
22326 2 -34.8193 0.0122016
22314 3 -9.31767 0.0545669
22342 3 -9.66961 0.0463269
22790 3 -9.30201 0.0398752
22762 3 -9.91179 0.0124847
28143 1 -8.72766 0.0374495
22312 3 -9.10005 0.0722657
22340 3 -8.91963 0.0463489
28589 1 -8.46235 0.045134
28124 2 -35.7305 0.0152336
28134 3 -8.95948 0.112848
28140 3 -9.06151 0.0975114
28582 3 -8.90679 0.0328834
28152 2 -35.0845 0.0140194
28162 3 -9.04658 0.00863733
28168 3 -9.42716 0.0299305
28610 3 -8.93368 0.0575334
22323 1 -8.89179 0.119685
28617 1 -8.38968 0.00960776
22771 1 -9.17107 0.00882466
22778 3 -8.76128 0.0105476
22750 3 -8.90196 0.0990795
22782 3 -8.79179 0.0514303
22768 1 -8.64618 0.0619271
22754 3 -8.55552 0.0326419
22740 1 -8.83492 0.0572569
22777 3 -8.97832 0.0406055
22749 3 -9.28631 0.047613
28591 1 -8.23087 0.0328697
28563 1 -8.5308 0.00728505
22362 3 -8.82109 0.0253663
28638 3 -9.10735 0.0695497
28171 1 -8.32896 0.0211288
22827 1 -9.30927 0.0913815
22393 3 -8.63449 0.0304792
22353 2 -35.3687 0.0385146
22386 3 -8.60551 0.0068716
22815 3 -9.11306 0.0251091
22383 2 -35.232 0.0278913
22799 1 -9.31072 0.0932237
22376 1 -9.00243 0.057526
22390 3 -8.76589 0.0290962
22822 1 -8.97832 0.00778022
22348 1 -8.45684 0.00913619
22802 2 -34.747 0.0573861
22381 2 -35.6488 0.0715514
22811 3 -9.08589 0.152869
28180 2 -34.4948 0.043907
22399 3 -9.59754 0.0130615
22831 2 -35.451 0.0341454
22847 3 -8.88764 0.00155491
22369 3 -9.53721 0.0252525
28196 3 -9.72406 0.0590719
22380 1 -9.23266 0.0343487
22808 3 -8.8811 0.0682691
22830 2 -35.257 0.00719291
22836 3 -8.61386 0.0633916
22367 3 -8.72864 0.00790724
28199 1 -8.57659 0.0420459
22358 3 -8.71895 0.0428423
28645 1 -8.92786 0.00679673
22819 3 -9.04333 0.0150593
22846 3 -9.5509 0.0306379
22352 1 -9.15388 0.0625984
28666 3 -8.84689 0.0551153
22354 2 -34.7054 0.0189521
22368 3 -8.71339 0.0193522
22794 1 -8.43105 0.00598747
22357 3 -9.27971 0.0252098
22365 3 -9.14179 0.0518916
22385 3 -9.06003 0.0136259
22392 3 -8.69041 0.0891308
28208 2 -34.7389 0.0234843
22803 2 -35.2546 0.00381931
22843 3 -8.78535 0.0111804
22351 1 -9.13655 0.0152137
22382 2 -34.3119 0.0181243
22396 3 -9.12055 0.0572273
22355 2 -34.9407 0.0697154
22398 3 -9.76561 0.0232776
22395 3 -8.50496 0.0427045
22818 3 -9.41415 0.0439064
22371 3 -9.49462 0.0649243
28224 3 -9.13901 0.0297773
28218 3 -9.0727 0.0548166
22397 3 -8.9345 0.0699039
22364 3 -8.75256 0.12673
28190 3 -8.97269 0.0134352
22370 3 -9.6493 0.03931
22839 3 -8.568 0.0372738
28619 1 -8.43933 0.0453705
22834 3 -8.25704 0.0474601
22833 3 -8.6287 0.0252234
22838 3 -8.62196 0.0182072
22805 3 -8.87299 0.000856596
22824 1 -8.97992 0.0467815
22796 1 -8.78966 0.0154457
22810 3 -8.77682 0.057338
28647 1 -8.54534 0.0387565
22806 3 -8.61211 0.0172558
22901 3 -9.6411 0.0441035
22890 3 -9.34311 0.102206
22885 2 -34.8592 0.0391168
22453 3 -9.57109 0.04042
22448 3 -9.6316 0.0520437
22437 2 -34.4398 0.0681007
22873 3 -9.98541 0.0109705
22862 3 -9.30014 0.0413609
22857 2 -34.28 0.0416025
22425 3 -9.48092 0.0498802
22420 3 -9.67053 0.041935
22409 2 -34.431 0.0283172
22903 3 -9.88112 0.0269307
22899 3 -9.09847 0.00751286
22897 3 -9.19037 0.0721436
22894 3 -9.79676 0.0250748
22892 3 -9.1814 0.0534965
22887 2 -34.2513 0.0137778
22880 1 -7.99877 0.0228893
22878 1 -8.13674 0.0286061
22449 3 -9.39288 0.0984238
22875 3 -9.89778 0.0545218
22871 3 -9.59524 0.0349414
22869 3 -9.50251 0.0686692
22866 3 -9.27328 0.0244816
22864 3 -9.22869 0.0128275
22859 2 -34.1924 0.0255216
22852 1 -8.144 0.127875
22850 1 -7.87544 0.0578198
22421 3 -9.11252 0.0207835
22855 1 -8.77233 0.0702124
22895 3 -9.2114 0.027664
22889 3 -9.3687 0.0734829
22884 1 -8.68512 0.0533646
22436 1 -8.85895 0.0162341
22867 3 -9.17431 0.0362293
22861 3 -8.78293 0.0229229
22856 1 -8.89782 0.0566618
22408 1 -8.87958 0.0825725
22886 2 -34.6409 0.00746458
22858 2 -34.8927 0.0144494
22902 3 -9.59511 0.0155757
22874 3 -9.56028 0.0357158
28701 1 -8.30792 0.0178851
28728 3 -9.54427 0.0301553
28722 3 -8.76261 0.103045
28712 2 -34.5424 0.0438583
28280 3 -9.40373 0.00822596
28264 2 -34.9692 0.00939485
28700 3 -9.08829 0.0161225
28694 3 -9.05571 0.0927796
28684 2 -35.266 0.291119
28252 3 -9.17444 0.0200124
28236 2 -34.9432 0.0149157
22900 3 -9.63317 0.11453
22452 3 -9.23238 0.0601785
22872 3 -9.02778 0.106847
22424 3 -9.21183 0.0299058
28703 1 -8.35061 0.019508
22868 3 -9.20885 0.0205758
22896 3 -8.84905 0.0754435
22883 1 -8.56195 0.0437153
17474 1 -8.1065 0.00883667
28729 1 -8.49508 0.102549
28731 1 -8.2592 0.0522323
28673 1 -8.51501 0.0292722
23381 1 -8.59932 0.00628096
22941 2 -35.1403 0.0144579
22915 2 -34.3115 0.0238342
28756 3 -8.93333 0.0109389
22939 1 -9.2474 0.0328837
22509 3 -9.4884 0.0309786
22465 2 -35.3238 0.0188282
22940 1 -9.17669 0.03276
28336 3 -9.09056 0.00408717
22914 2 -35.1473 0.0192063
22918 3 -8.64081 0.0237758
22477 3 -8.61533 0.0183844
28785 1 -8.52325 0.0200314
22950 3 -9.0098 0.0306673
22952 3 -8.6006 0.0892403
22912 1 -9.01992 0.0701087
28778 3 -9.03013 0.0190085
22922 3 -8.93656 0.0758843
22906 1 -8.53861 0.0206689
22464 1 -9.12297 0.0237638
22928 3 -8.75872 0.161869
22908 1 -8.6543 0.0370546
22913 2 -35.5522 0.0588437
22480 3 -9.06255 0.0541389
28768 2 -34.8665 0.0221992
28750 3 -9.07999 0.0596331
22959 3 -9.10825 0.0706062
22943 2 -34.9553 0.0771767
22957 3 -9.25531 0.0256034
28320 2 -35.3317 0.0292516
22953 3 -9.02997 0.0541383
28784 3 -9.49514 0.049705
22927 3 -9.32883 0.0219516
22936 1 -8.76095 0.0105575
22931 3 -9.39102 0.0376801
22946 3 -8.90582 0.00568497
28308 3 -9.34348 0.0494315
22476 3 -8.76372 0.0155443
22942 2 -35.313 0.022136
22930 3 -9.19764 0.15261
22493 2 -35.2321 0.00935762
22924 3 -8.98967 0.00439246
28757 1 -8.71382 0.131302
22508 3 -8.98001 0.025617
22481 3 -9.35664 0.0353516
22923 3 -9.05628 0.0115002
22925 3 -8.66771 0.0294075
22945 3 -8.93427 0.022104
22917 3 -9.19776 0.0735963
22955 3 -8.66376 0.0162673
28740 2 -35.9718 0.0336048
22929 3 -9.53497 0.0646398
22920 3 -9.21053 0.033536
22504 3 -8.77462 0.0415665
28759 1 -8.43831 0.0201881
22956 3 -8.54961 0.0220709
22911 1 -9.32199 0.0786961
22934 1 -8.72841 0.0158016
22951 3 -8.60072 0.0452686
22505 3 -8.81077 0.0267805
22492 1 -9.10433 0.0344582
22958 3 -9.26021 0.0140554
28292 2 -35.249 0.111516
22948 3 -8.97737 0.0217351
23013 3 -9.55591 0.0296893
23002 3 -9.11558 0.0136739
22997 2 -34.942 0.0801859
22565 3 -9.47805 0.0160703
22560 3 -9.20471 0.0182908
22549 2 -34.9474 0.0256283
22985 3 -9.27587 0.0648387
22974 3 -9.16706 0.0169446
22969 2 -34.9236 0.0132382
22537 3 -9.47234 0.100354
22532 3 -8.83415 0.0390825
22521 2 -34.9719 0.0195548
23015 3 -9.77195 0.00735908
23011 3 -8.84103 0.0697005
23009 3 -8.73918 0.0397654
23006 3 -9.38426 0.0209903
23004 3 -9.2818 0.00202953
22999 2 -34.5216 0.0119304
22992 1 -8.40418 0.00417855
22990 1 -8.30374 0.0427599
22561 3 -9.22848 0.0767563
22987 3 -9.50682 0.055423
22983 3 -8.71243 0.0371684
22981 3 -9.04192 0.023484
22978 3 -9.3287 0.0189717
22976 3 -8.88823 0.0132849
22971 2 -35.0277 0.00378605
22964 1 -8.52129 0.00874317
22962 1 -8.65668 0.059384
22533 3 -8.8955 0.0265549
22967 1 -8.84113 0.107748
23007 3 -9.20713 0.0303249
23001 3 -9.10848 0.0240675
22996 1 -8.87755 0.0549822
22548 1 -9.05076 0.0447229
22979 3 -8.89739 0.0118788
22973 3 -9.04988 0.0327046
22968 1 -9.23159 0.00786069
22520 1 -8.93087 0.0480202
22998 2 -35.0476 0.0193707
22970 2 -35.0815 0.0411405
22986 3 -9.48847 0.0127646
23014 3 -9.48818 0.0275928
28840 3 -9.41522 0.166308
28834 3 -8.72633 0.00693659
28824 2 -35.0054 0.11611
28392 3 -9.18572 0.00119777
28376 2 -35.5827 0.0159444
28812 3 -9.40224 0.0571908
28806 3 -8.8597 0.0123644
28796 2 -35.0256 0.0968486
28364 3 -9.8692 0.030948
28348 2 -34.6099 0.00662301
28815 1 -8.80152 0.0039385
23012 3 -9.03727 0.0399845
22564 3 -8.50682 0.0101519
22984 3 -8.47511 0.0321746
22536 3 -8.83623 0.0443535
28813 1 -8.58431 0.0881097
23008 3 -9.04234 0.0382821
22980 3 -8.85735 0.0395984
28787 1 -8.57278 0.0514639
17586 1 -8.53685 0.0282254
28843 1 -8.54605 0.0221953
17614 1 -8.42999 0.0201919
22995 1 -8.7715 0.0672659
17670 1 -8.41123 0.0842593
28841 1 -8.49379 0.00227369
28897 1 -7.97855 0.0208969
23039 3 -9.2082 0.0501419
28890 3 -9.10338 0.0942488
28404 2 -34.7058 0.093584
23024 1 -9.00735 0.0707087
22604 1 -8.74991 0.0474371
23036 3 -9.02596 0.032062
28896 3 -9.79052 0.0262383
23053 2 -34.4315 0.027196
22592 3 -9.25561 0.0293965
22588 3 -9.74968 0.00511788
23030 3 -9.34638 0.0658189
23029 3 -8.82664 0.0043384
28448 3 -9.30551 0.0732514
22576 1 -8.73227 0.0290949
23068 3 -9.27037 0.0534826
23048 1 -8.38543 0.0259447
28862 3 -9.25514 0.0436318
23062 3 -8.8119 0.0243127
23037 3 -9.2466 0.102356
